prompt_id,dataset,dataset_label,item_id,scale_id,weak,strong,weak_surface,strong_surface,pos,template_id,scalar_construction,human_si_rate,has_hu_test_suite,source_file,weak_sentence_frame,weak_surface_in_sentence,target_text,context_text,continuation_text,moved_prompt_boundary_text,suffix_text,prompt_with_blank,full_text,prompt_source,weak_extraction_method,stronger_surface_method,prompt_builder_note,score_target,score_family,context_has_trailing_space,continuation_has_leading_space
vt16__vt16_036_template2__template_2__special_unique__no_frame,vt16,van Tiel et al. (2016),vt16_036_template2,special/unique,special,unique,special,unique,adj,2,"that painting is special, but not unique.",0.14,True,cross-scale/human_data/vt16.csv,that painting is special.,special,unique,that painting is, unique, ,.,that painting is ___.,that painting is unique.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_036_template3__template_3__special_unique__no_frame,vt16,van Tiel et al. (2016),vt16_036_template3,special/unique,special,unique,special,unique,adj,3,"this necklace is special, but not unique.",0.14,True,cross-scale/human_data/vt16.csv,this necklace is special.,special,unique,this necklace is, unique, ,.,this necklace is ___.,this necklace is unique.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_037_template1__template_1__start_finish__no_frame,vt16,van Tiel et al. (2016),vt16_037_template1,start/finish,start,finish,started,finished,verb,1,"the athlete started, but did not finish.",0.21,True,cross-scale/human_data/vt16.csv,the athlete started.,started,finished,the athlete, finished, ,.,the athlete ___.,the athlete finished.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_037_template2__template_2__start_finish__no_frame,vt16,van Tiel et al. (2016),vt16_037_template2,start/finish,start,finish,started,finished,verb,2,"the dancer started, but did not finish.",0.21,True,cross-scale/human_data/vt16.csv,the dancer started.,started,finished,the dancer, finished, ,.,the dancer ___.,the dancer finished.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_037_template3__template_3__start_finish__no_frame,vt16,van Tiel et al. (2016),vt16_037_template3,start/finish,start,finish,started,finished,verb,3,"the runner started, but did not finish.",0.21,True,cross-scale/human_data/vt16.csv,the runner started.,started,finished,the runner, finished, ,.,the runner ___.,the runner finished.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_038_template1__template_1__tired_exhausted__no_frame,vt16,van Tiel et al. (2016),vt16_038_template1,tired/exhausted,tired,exhausted,tired,exhausted,adj,1,"the quarterback is tired, but not exhausted.",0.14,True,cross-scale/human_data/vt16.csv,the quarterback is tired.,tired,exhausted,the quarterback is, exhausted, ,.,the quarterback is ___.,the quarterback is exhausted.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_038_template2__template_2__tired_exhausted__no_frame,vt16,van Tiel et al. (2016),vt16_038_template2,tired/exhausted,tired,exhausted,tired,exhausted,adj,2,"the runner is tired, but not exhausted.",0.14,True,cross-scale/human_data/vt16.csv,the runner is tired.,tired,exhausted,the runner is, exhausted, ,.,the runner is ___.,the runner is exhausted.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_038_template3__template_3__tired_exhausted__no_frame,vt16,van Tiel et al. (2016),vt16_038_template3,tired/exhausted,tired,exhausted,tired,exhausted,adj,3,"the worker is tired, but not exhausted.",0.14,True,cross-scale/human_data/vt16.csv,the worker is tired.,tired,exhausted,the worker is, exhausted, ,.,the worker is ___.,the worker is exhausted.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_039_template1__template_1__try_succeed__no_frame,vt16,van Tiel et al. (2016),vt16_039_template1,try/succeed,try,succeed,tried,succeeded,verb,1,"the candidate tried, but did not succeed.",0.39,True,cross-scale/human_data/vt16.csv,the candidate tried.,tried,succeeded,the candidate, succeeded, ,.,the candidate ___.,the candidate succeeded.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_039_template2__template_2__try_succeed__no_frame,vt16,van Tiel et al. (2016),vt16_039_template2,try/succeed,try,succeed,tried,succeeded,verb,2,"the athlete tried, but did not succeed.",0.39,True,cross-scale/human_data/vt16.csv,the athlete tried.,tried,succeeded,the athlete, succeeded, ,.,the athlete ___.,the athlete succeeded.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_039_template3__template_3__try_succeed__no_frame,vt16,van Tiel et al. (2016),vt16_039_template3,try/succeed,try,succeed,tried,succeeded,verb,3,"the scientist tried, but did not succeed.",0.39,True,cross-scale/human_data/vt16.csv,the scientist tried.,tried,succeeded,the scientist, succeeded, ,.,the scientist ___.,the scientist succeeded.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_040_template1__template_1__ugly_hideous__no_frame,vt16,van Tiel et al. (2016),vt16_040_template1,ugly/hideous,ugly,hideous,ugly,hideous,adj,1,"the wallpaper is ugly, but not hideous.",0.18,True,cross-scale/human_data/vt16.csv,the wallpaper is ugly.,ugly,hideous,the wallpaper is, hideous, ,.,the wallpaper is ___.,the wallpaper is hideous.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_040_template2__template_2__ugly_hideous__no_frame,vt16,van Tiel et al. (2016),vt16_040_template2,ugly/hideous,ugly,hideous,ugly,hideous,adj,2,"that sweater is ugly, but not hideous.",0.18,True,cross-scale/human_data/vt16.csv,that sweater is ugly.,ugly,hideous,that sweater is, hideous, ,.,that sweater is ___.,that sweater is hideous.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_040_template3__template_3__ugly_hideous__no_frame,vt16,van Tiel et al. (2016),vt16_040_template3,ugly/hideous,ugly,hideous,ugly,hideous,adj,3,"that painting is ugly, but not hideous.",0.18,True,cross-scale/human_data/vt16.csv,that painting is ugly.,ugly,hideous,that painting is, hideous, ,.,that painting is ___.,that painting is hideous.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_041_template1__template_1__unsettling_horrific__no_frame,vt16,van Tiel et al. (2016),vt16_041_template1,unsettling/horrific,unsettling,horrific,unsettling,horrific,adj,1,"the movie is unsettling, but not horrific.",0.25,True,cross-scale/human_data/vt16.csv,the movie is unsettling.,unsettling,horrific,the movie is, horrific, ,.,the movie is ___.,the movie is horrific.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_041_template2__template_2__unsettling_horrific__no_frame,vt16,van Tiel et al. (2016),vt16_041_template2,unsettling/horrific,unsettling,horrific,unsettling,horrific,adj,2,"this picture is unsettling, but not horrific.",0.25,True,cross-scale/human_data/vt16.csv,this picture is unsettling.,unsettling,horrific,this picture is, horrific, ,.,this picture is ___.,this picture is horrific.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_041_template3__template_3__unsettling_horrific__no_frame,vt16,van Tiel et al. (2016),vt16_041_template3,unsettling/horrific,unsettling,horrific,unsettling,horrific,adj,3,"the news is unsettling, but not horrific.",0.25,True,cross-scale/human_data/vt16.csv,the news is unsettling.,unsettling,horrific,the news is, horrific, ,.,the news is ___.,the news is horrific.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_042_template1__template_1__warm_hot__no_frame,vt16,van Tiel et al. (2016),vt16_042_template1,warm/hot,warm,hot,warm,hot,adj,1,"the weather is warm, but not hot.",0.64,True,cross-scale/human_data/vt16.csv,the weather is warm.,warm,hot,the weather is, hot, ,.,the weather is ___.,the weather is hot.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_042_template2__template_2__warm_hot__no_frame,vt16,van Tiel et al. (2016),vt16_042_template2,warm/hot,warm,hot,warm,hot,adj,2,"the sand is warm, but not hot.",0.64,True,cross-scale/human_data/vt16.csv,the sand is warm.,warm,hot,the sand is, hot, ,.,the sand is ___.,the sand is hot.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_042_template3__template_3__warm_hot__no_frame,vt16,van Tiel et al. (2016),vt16_042_template3,warm/hot,warm,hot,warm,hot,adj,3,"the soup is warm, but not hot.",0.64,True,cross-scale/human_data/vt16.csv,the soup is warm.,warm,hot,the soup is, hot, ,.,the soup is ___.,the soup is hot.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_043_template1__template_1__wary_scared__no_frame,vt16,van Tiel et al. (2016),vt16_043_template1,wary/scared,wary,scared,wary,scared,adj,1,"the dog is wary, but not scared.",0.14,True,cross-scale/human_data/vt16.csv,the dog is wary.,wary,scared,the dog is, scared, ,.,the dog is ___.,the dog is scared.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_043_template2__template_2__wary_scared__no_frame,vt16,van Tiel et al. (2016),vt16_043_template2,wary/scared,wary,scared,wary,scared,adj,2,"the victim is wary, but not scared.",0.14,True,cross-scale/human_data/vt16.csv,the victim is wary.,wary,scared,the victim is, scared, ,.,the victim is ___.,the victim is scared.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
