prompt_id,dataset,dataset_label,item_id,scale_id,weak,strong,weak_surface,strong_surface,pos,template_id,scalar_construction,human_si_rate,has_hu_test_suite,source_file,context_text,target_text,continuation_text,suffix_text,full_text,prompt_source,hu_test_suite_path,hu_test_suite_item_number,prompt_builder_note,score_target,score_family,context_has_trailing_space,continuation_has_leading_space,target_token_ids,target_tokens,target_token_logprobs,target_n_tokens,target_logprob,model_name,model_path,resolved_model_path,torch_dtype,device_map
vt16__vt16_035_template3__template_3__sometimes_always,vt16,van Tiel et al. (2016),vt16_035_template3,sometimes/always,sometimes,always,sometimes,always,adv,3,"the doctor is sometimes irritable, but not always.",0.86,True,cross-scale/human_data/vt16.csv,"The doctor is sometimes irritable, but not",always, always,.,"The doctor is sometimes irritable, but not always.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/sometimes_always.json,1,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[2677],"[""Ġalways""]",[-2.496305465698242],1,-2.4963054657,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_036_template1__template_1__special_unique,vt16,van Tiel et al. (2016),vt16_036_template1,special/unique,special,unique,special,unique,adj,1,"that dress is special, but not unique.",0.14,True,cross-scale/human_data/vt16.csv,"That dress is special, but not",unique, unique,.,"That dress is special, but not unique.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/special_unique.json,1017,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[4911],"[""Ġunique""]",[-3.3001391887664795],1,-3.3001391888,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_036_template2__template_2__special_unique,vt16,van Tiel et al. (2016),vt16_036_template2,special/unique,special,unique,special,unique,adj,2,"that painting is special, but not unique.",0.14,True,cross-scale/human_data/vt16.csv,"That painting is special, but not",unique, unique,.,"That painting is special, but not unique.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/special_unique.json,1017,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[4911],"[""Ġunique""]",[-4.001562118530273],1,-4.0015621185,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_036_template3__template_3__special_unique,vt16,van Tiel et al. (2016),vt16_036_template3,special/unique,special,unique,special,unique,adj,3,"this necklace is special, but not unique.",0.14,True,cross-scale/human_data/vt16.csv,"This necklace is special, but not",unique, unique,.,"This necklace is special, but not unique.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/special_unique.json,1017,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[4911],"[""Ġunique""]",[-5.83023738861084],1,-5.8302373886,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_037_template1__template_1__start_finish,vt16,van Tiel et al. (2016),vt16_037_template1,start/finish,start,finish,started,finished,verb,1,"the athlete started, but did not finish.",0.21,True,cross-scale/human_data/vt16.csv,"The athlete started, but did not",finish, finish,.,"The athlete started, but did not finish.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/start_finish.json,230,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[6248],"[""Ġfinish""]",[-0.6270241737365723],1,-0.6270241737,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_037_template2__template_2__start_finish,vt16,van Tiel et al. (2016),vt16_037_template2,start/finish,start,finish,started,finished,verb,2,"the dancer started, but did not finish.",0.21,True,cross-scale/human_data/vt16.csv,"The dancer started, but did not",finish, finish,.,"The dancer started, but did not finish.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/start_finish.json,230,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[6248],"[""Ġfinish""]",[-1.4065487384796143],1,-1.4065487385,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_037_template3__template_3__start_finish,vt16,van Tiel et al. (2016),vt16_037_template3,start/finish,start,finish,started,finished,verb,3,"the runner started, but did not finish.",0.21,True,cross-scale/human_data/vt16.csv,"The runner started, but did not",finish, finish,.,"The runner started, but did not finish.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/start_finish.json,230,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[6248],"[""Ġfinish""]",[-1.110500454902649],1,-1.1105004549,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_038_template1__template_1__tired_exhausted,vt16,van Tiel et al. (2016),vt16_038_template1,tired/exhausted,tired,exhausted,tired,exhausted,adj,1,"the quarterback is tired, but not exhausted.",0.14,True,cross-scale/human_data/vt16.csv,"The quarterback is tired, but not",exhausted, exhausted,.,"The quarterback is tired, but not exhausted.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/tired_exhausted.json,1018,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[37919],"[""Ġexhausted""]",[-2.941972255706787],1,-2.9419722557,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_038_template2__template_2__tired_exhausted,vt16,van Tiel et al. (2016),vt16_038_template2,tired/exhausted,tired,exhausted,tired,exhausted,adj,2,"the runner is tired, but not exhausted.",0.14,True,cross-scale/human_data/vt16.csv,"The runner is tired, but not",exhausted, exhausted,.,"The runner is tired, but not exhausted.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/tired_exhausted.json,1018,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[37919],"[""Ġexhausted""]",[-3.2575433254241943],1,-3.2575433254,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_038_template3__template_3__tired_exhausted,vt16,van Tiel et al. (2016),vt16_038_template3,tired/exhausted,tired,exhausted,tired,exhausted,adj,3,"the worker is tired, but not exhausted.",0.14,True,cross-scale/human_data/vt16.csv,"The worker is tired, but not",exhausted, exhausted,.,"The worker is tired, but not exhausted.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/tired_exhausted.json,1018,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[37919],"[""Ġexhausted""]",[-3.8075110912323],1,-3.8075110912,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_039_template1__template_1__try_succeed,vt16,van Tiel et al. (2016),vt16_039_template1,try/succeed,try,succeed,tried,succeeded,verb,1,"the candidate tried, but did not succeed.",0.39,True,cross-scale/human_data/vt16.csv,"The candidate tried, but did not",succeed, succeed,.,"The candidate tried, but did not succeed.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/try_succeed.json,38,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[11996],"[""Ġsucceed""]",[-0.8041863441467285],1,-0.8041863441,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_039_template2__template_2__try_succeed,vt16,van Tiel et al. (2016),vt16_039_template2,try/succeed,try,succeed,tried,succeeded,verb,2,"the athlete tried, but did not succeed.",0.39,True,cross-scale/human_data/vt16.csv,"The athlete tried, but did not",succeed, succeed,.,"The athlete tried, but did not succeed.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/try_succeed.json,38,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[11996],"[""Ġsucceed""]",[-1.4066946506500244],1,-1.4066946507,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_039_template3__template_3__try_succeed,vt16,van Tiel et al. (2016),vt16_039_template3,try/succeed,try,succeed,tried,succeeded,verb,3,"the scientist tried, but did not succeed.",0.39,True,cross-scale/human_data/vt16.csv,"The scientist tried, but did not",succeed, succeed,.,"The scientist tried, but did not succeed.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/try_succeed.json,38,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[11996],"[""Ġsucceed""]",[-0.6106062531471252],1,-0.6106062531,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_040_template1__template_1__ugly_hideous,vt16,van Tiel et al. (2016),vt16_040_template1,ugly/hideous,ugly,hideous,ugly,hideous,adj,1,"the wallpaper is ugly, but not hideous.",0.18,True,cross-scale/human_data/vt16.csv,"The wallpaper is ugly, but not",hideous, hideous,.,"The wallpaper is ugly, but not hideous.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/ugly_hideous.json,328,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,"[10265,782]","[""Ġhide"",""ous""]","[-3.3221235275268555,-0.0859207883477211]",2,-3.4080443159,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_040_template2__template_2__ugly_hideous,vt16,van Tiel et al. (2016),vt16_040_template2,ugly/hideous,ugly,hideous,ugly,hideous,adj,2,"that sweater is ugly, but not hideous.",0.18,True,cross-scale/human_data/vt16.csv,"That sweater is ugly, but not",hideous, hideous,.,"That sweater is ugly, but not hideous.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/ugly_hideous.json,328,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,"[10265,782]","[""Ġhide"",""ous""]","[-5.2892045974731445,-0.07462283968925476]",2,-5.3638274372,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_040_template3__template_3__ugly_hideous,vt16,van Tiel et al. (2016),vt16_040_template3,ugly/hideous,ugly,hideous,ugly,hideous,adj,3,"that painting is ugly, but not hideous.",0.18,True,cross-scale/human_data/vt16.csv,"That painting is ugly, but not",hideous, hideous,.,"That painting is ugly, but not hideous.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/ugly_hideous.json,328,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,"[10265,782]","[""Ġhide"",""ous""]","[-7.7607102394104,-0.04118947312235832]",2,-7.8018997125,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_041_template1__template_1__unsettling_horrific,vt16,van Tiel et al. (2016),vt16_041_template1,unsettling/horrific,unsettling,horrific,unsettling,horrific,adj,1,"the movie is unsettling, but not horrific.",0.25,True,cross-scale/human_data/vt16.csv,"The movie is unsettling, but not",horrific, horrific,.,"The movie is unsettling, but not horrific.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/unsettling_horrific.json,1019,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[46222],"[""Ġhorrific""]",[-6.268233776092529],1,-6.2682337761,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_041_template2__template_2__unsettling_horrific,vt16,van Tiel et al. (2016),vt16_041_template2,unsettling/horrific,unsettling,horrific,unsettling,horrific,adj,2,"this picture is unsettling, but not horrific.",0.25,True,cross-scale/human_data/vt16.csv,"This picture is unsettling, but not",horrific, horrific,.,"This picture is unsettling, but not horrific.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/unsettling_horrific.json,1019,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[46222],"[""Ġhorrific""]",[-6.994121074676514],1,-6.9941210747,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_041_template3__template_3__unsettling_horrific,vt16,van Tiel et al. (2016),vt16_041_template3,unsettling/horrific,unsettling,horrific,unsettling,horrific,adj,3,"the news is unsettling, but not horrific.",0.25,True,cross-scale/human_data/vt16.csv,"The news is unsettling, but not",horrific, horrific,.,"The news is unsettling, but not horrific.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/unsettling_horrific.json,1019,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[46222],"[""Ġhorrific""]",[-10.965766906738281],1,-10.9657669067,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_042_template1__template_1__warm_hot,vt16,van Tiel et al. (2016),vt16_042_template1,warm/hot,warm,hot,warm,hot,adj,1,"the weather is warm, but not hot.",0.64,True,cross-scale/human_data/vt16.csv,"The weather is warm, but not",hot, hot,.,"The weather is warm, but not hot.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/warm_hot.json,36,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[4017],"[""Ġhot""]",[-1.729708194732666],1,-1.7297081947,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_042_template2__template_2__warm_hot,vt16,van Tiel et al. (2016),vt16_042_template2,warm/hot,warm,hot,warm,hot,adj,2,"the sand is warm, but not hot.",0.64,True,cross-scale/human_data/vt16.csv,"The sand is warm, but not",hot, hot,.,"The sand is warm, but not hot.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/warm_hot.json,36,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[4017],"[""Ġhot""]",[-1.323096752166748],1,-1.3230967522,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_042_template3__template_3__warm_hot,vt16,van Tiel et al. (2016),vt16_042_template3,warm/hot,warm,hot,warm,hot,adj,3,"the soup is warm, but not hot.",0.64,True,cross-scale/human_data/vt16.csv,"The soup is warm, but not",hot, hot,.,"The soup is warm, but not hot.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/warm_hot.json,36,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[4017],"[""Ġhot""]",[-0.9598238468170166],1,-0.9598238468,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_043_template1__template_1__wary_scared,vt16,van Tiel et al. (2016),vt16_043_template1,wary/scared,wary,scared,wary,scared,adj,1,"the dog is wary, but not scared.",0.14,True,cross-scale/human_data/vt16.csv,"The dog is wary, but not",scared, scared,.,"The dog is wary, but not scared.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/wary_scared.json,1020,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[26115],"[""Ġscared""]",[-3.910238265991211],1,-3.9102382660,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_043_template2__template_2__wary_scared,vt16,van Tiel et al. (2016),vt16_043_template2,wary/scared,wary,scared,wary,scared,adj,2,"the victim is wary, but not scared.",0.14,True,cross-scale/human_data/vt16.csv,"The victim is wary, but not",scared, scared,.,"The victim is wary, but not scared.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/wary_scared.json,1020,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[26115],"[""Ġscared""]",[-4.083256721496582],1,-4.0832567215,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
